"","Watershed","Site.ID","Date","Observer","Start.Time","End.time","Spp","Sign.Type","Fresh","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest","Temp","cloudcover","Precip","Day","TTD","YMax"
"2463","Blackstone",196,"2023-06-05","John Crockett",2023-06-05 12:49:00,2023-06-05 13:21:00,"Beaver","chewed stick","Y","none","walking",0.4375,0,0,0,0,0.5625,12.8,100,1.9,155,1,32
"2465","Blackstone",196,"2023-06-05","John Crockett",2023-06-05 12:49:00,2023-06-05 13:21:00,"Otter","Latrine","N","none","walking",0.4375,0,0,0,0,0.5625,12.8,100,1.9,155,27,32
"2466","Blackstone",225,"2023-06-05","John Crockett",2023-06-05 13:26:00,2023-06-05 13:50:00,"Beaver","chewed stick","Y","none","walking",0.416666666666667,0,0,0,0,0.583333333333333,12.8,100,1.9,155,1,24
"2467","Blackstone",225,"2023-06-05","John Crockett",2023-06-05 13:26:00,2023-06-05 13:50:00,"Muskrat","scat","N","none","walking",0.416666666666667,0,0,0,0,0.583333333333333,12.8,100,1.9,155,19,24
"2468","Blackstone",211,"2023-06-05","John Crockett",2023-06-05 13:55:00,2023-06-05 14:04:00,"Beaver","chewed stick","N","none","walking",0.7,0,0,0,0,0.3,13.3,100,1.9,155,1,9
"2469","Blackstone",132,"2023-06-06","Chris Boylston",2023-06-06 14:14:00,2023-06-06 14:35:00,"Beaver","chewed tree","N","none","walking",0,0,0,0,0,1,23,16,2.2,156,15,21
"2470","Blackstone",133,"2023-06-06","Chris Boylston",2023-06-06 14:35:00,2023-06-06 15:03:00,"Beaver","chewed tree","N","none","walking",0,0,0,0,0,1,19.4,55,2.2,156,1,28
"2471","Blackstone",133,"2023-06-06","Chris Boylston",2023-06-06 14:35:00,2023-06-06 15:03:00,"Beaver","chewed stick","N","none","walking",0,0,0,0,0,1,19.4,55,2.2,156,8,28
"2473","Blackstone",296,"2023-06-06","Chris Boylston",2023-06-06 10:40:00,2023-06-06 11:02:00,"Beaver","chewed stick","N","none","walking",0,0,0,0,0,1,20.5,8,2.2,156,3,22
"2474","Blackstone",296,"2023-06-06","Chris Boylston",2023-06-06 10:40:00,2023-06-06 11:02:00,"Beaver","chewed tree","Y","none","walking",0,0,0,0,0,1,20.5,8,2.2,156,12,22
"2476","Blackstone",115,"2023-06-06","Chris Boylston",2023-06-06 11:16:00,2023-06-06 11:30:00,"Beaver","chewed stick","N","none","walking",0,0,0,0,0.642857142857143,0.357142857142857,20.5,8,2.2,156,5,14
"2478","Blackstone",294,"2023-06-06","Chris Boylston",2023-06-06 12:06:00,2023-06-06 12:31:00,"Beaver","chewed tree","Y","none","walking",0.04,0,0,0.2,0,0.76,21.9,2,2.2,156,15,25
"2479","Blackstone",294,"2023-06-06","Chris Boylston",2023-06-06 12:06:00,2023-06-06 12:31:00,"Beaver","chewed stick","Y","none","walking",0.04,0,0,0.2,0,0.76,21.9,2,2.2,156,16,25
"2481","Blackstone",292,"2023-06-06","Chris Boylston",2023-06-06 12:35:00,2023-06-06 12:45:00,"Beaver","chewed tree","Y","none","walking",0,0,0,0,0.5,0.5,23,5,2.2,156,0,10
"2484","Blackstone",293,"2023-06-06","Chris Boylston",2023-06-06 12:50:00,2023-06-06 13:04:00,"Beaver","chewed stick","N","none","walking",0,0,0,0,0.0714285714285714,0.928571428571429,23,5,2.2,156,14,14
"2485","Blackstone",296,"2023-06-06","John Crockett",2023-06-06 10:38:00,2023-06-06 11:00:00,"Beaver","chewed stick","N","none","walking",0,0,0,0,0,1,20.5,8,2.2,156,2,22
"2486","Blackstone",115,"2023-06-06","John Crockett",2023-06-06 11:16:00,2023-06-06 11:25:00,"Beaver","chewed stick","N","none","walking",0,0,0,0,0.333333333333333,0.666666666666667,20.5,8,2.2,156,3,9
"2487","Blackstone",294,"2023-06-06","John Crockett",2023-06-06 12:04:00,2023-06-06 12:41:00,"Beaver","chewed stick","N","none","walking",0.0540540540540541,0,0,0.189189189189189,0,0.756756756756757,21.9,2,2.2,156,12,37
"2489","Blackstone",294,"2023-06-06","John Crockett",2023-06-06 12:04:00,2023-06-06 12:41:00,"Otter","Latrine","Y","none","walking",0.0540540540540541,0,0,0.189189189189189,0,0.756756756756757,21.9,2,2.2,156,34,37
"2490","Blackstone",292,"2023-06-06","John Crockett",2023-06-06 12:41:00,2023-06-06 12:47:00,"Beaver","chewed stick","Y","none","walking",0,0,0,0,0.166666666666667,0.833333333333333,23,5,2.2,156,4,6
"2491","Blackstone",293,"2023-06-06","John Crockett",2023-06-06 12:48:00,2023-06-06 13:01:00,"Beaver","chewed stick","N","none","walking",0,0,0,0,0.307692307692308,0.692307692307692,23,5,2.2,156,3,13
"2493","Blackstone",293,"2023-06-06","John Crockett",2023-06-06 12:48:00,2023-06-06 13:01:00,"Otter","Latrine","N","none","walking",0,0,0,0,0.307692307692308,0.692307692307692,23,5,2.2,156,11,13
"2494","Blackstone",132,"2023-06-06","John Crockett",2023-06-06 14:14:00,2023-06-06 14:33:00,"Beaver","chewed stick","N","none","walking",0,0,0,0,0,1,23,16,2.2,156,4,19
"2495","Blackstone",133,"2023-06-06","John Crockett",2023-06-06 14:35:00,2023-06-06 15:01:00,"Beaver","chewed tree","N","none","walking",0,0,0,0,0,1,19.4,55,2.2,156,2,26
"2496","Blackstone",133,"2023-06-06","John Crockett",2023-06-06 14:35:00,2023-06-06 15:01:00,"Otter","Latrine","N","none","walking",0,0,0,0,0,1,19.4,55,2.2,156,8,26
"2497","Blackstone",300,"2023-06-07","Chris Boylston",2023-06-07 10:00:00,2023-06-07 10:35:00,"Beaver","Lodge","N","none","walking",0,0.885714285714286,0,0,0,0.114285714285714,15.6,32,0.4,157,21,35
"2498","Blackstone",300,"2023-06-07","Chris Boylston",2023-06-07 10:00:00,2023-06-07 10:35:00,"Beaver","chewed stick","N","none","walking",0,0.885714285714286,0,0,0,0.114285714285714,15.6,32,0.4,157,27,35
"2499","Blackstone",76,"2023-06-07","Chris Boylston",2023-06-07 11:15:00,2023-06-07 11:31:00,NA,NA,NA,"none","walking",0,0,0,0,0,1,17.1,100,0.4,157,NA,16
"2500","Blackstone",80,"2023-06-07","Chris Boylston",2023-06-07 11:31:00,2023-06-07 11:52:00,NA,NA,NA,"none","walking",0,0,0,0,0,1,17.9,54,0.4,157,NA,21
"2501","Blackstone",323,"2023-06-07","Chris Boylston",2023-06-07 13:10:00,2023-06-07 13:47:00,"Muskrat","scat","N","none","walking",0,0,0,0,0,1,18.5,86,0.4,157,0,37
"2503","Blackstone",323,"2023-06-07","Chris Boylston",2023-06-07 13:10:00,2023-06-07 13:47:00,"Beaver","chewed stick","N","none","walking",0,0,0,0,0,1,18.5,86,0.4,157,26,37
"2506","Blackstone",300,"2023-06-07","John Crockett",2023-06-07 09:59:00,2023-06-07 10:31:00,"Beaver","Lodge","N","none","walking",0,0.90625,0,0,0,0.09375,15.6,32,0.4,157,18,32
"2507","Blackstone",300,"2023-06-07","John Crockett",2023-06-07 09:59:00,2023-06-07 10:31:00,"Otter","Latrine","N","none","walking",0,0.90625,0,0,0,0.09375,15.6,32,0.4,157,19,32
"2508","Blackstone",76,"2023-06-07","John Crockett",2023-06-07 11:12:00,2023-06-07 11:25:00,"Muskrat","scat","N","none","walking",0,0,0,0,0,1,17.1,100,0.4,157,1,13
"2509","Blackstone",80,"2023-06-07","John Crockett",2023-06-07 11:28:00,2023-06-07 11:48:00,NA,NA,NA,"none","walking",0,0,0,0,0,1,17.1,100,0.4,157,NA,20
"2510","Blackstone",323,"2023-06-07","John Crockett",2023-06-07 13:09:00,2023-06-07 13:40:00,"Muskrat","scat","N","none","walking",0,0,0,0,0,1,18.5,86,0.4,157,3,31
"2512","Blackstone",139,"2023-06-08","Chris Boylston",2023-06-08 12:46:00,2023-06-08 13:10:00,"Beaver","dam","N","none","walking",NA,NA,NA,NA,NA,NA,16.2,79,0.9,158,0,24
"2514","Blackstone",139,"2023-06-08","Chris Boylston",2023-06-08 12:46:00,2023-06-08 13:10:00,"Muskrat","scat","N","none","walking",NA,NA,NA,NA,NA,NA,16.2,79,0.9,158,7,24
"2515","Blackstone",139,"2023-06-08","Chris Boylston",2023-06-08 12:46:00,2023-06-08 13:10:00,"Beaver","chewed stick","N","none","walking",NA,NA,NA,NA,NA,NA,16.2,79,0.9,158,19,24
"2517","Blackstone",163,"2023-06-08","Chris Boylston",2023-06-08 14:02:00,2023-06-08 14:11:00,NA,NA,NA,"none","walking",0.666666666666667,0,0,0,0,0.333333333333333,16.7,73,0.9,158,NA,9
"2518","Blackstone",245,"2023-06-08","Chris Boylston",2023-06-08 14:30:00,2023-06-08 14:49:00,"Beaver","chewed stick","N","none","walking",0.315789473684211,0,0,0,0,0.684210526315789,17.6,51,0.9,158,3,19
"2520","Blackstone",245,"2023-06-08","Chris Boylston",2023-06-08 14:30:00,2023-06-08 14:49:00,"Muskrat","scat","N","none","walking",0.315789473684211,0,0,0,0,0.684210526315789,17.6,51,0.9,158,12,19
"2521","Blackstone",249,"2023-06-08","Chris Boylston",2023-06-08 15:13:00,2023-06-08 15:36:00,"Otter","shells","N","none","walking",0.782608695652174,0,0,0,0,0.217391304347826,17.6,51,0.9,158,NA,23
"2523","Blackstone",249,"2023-06-08","Chris Boylston",2023-06-08 15:13:00,2023-06-08 15:36:00,"Beaver","chewed stick","N","none","walking",0.782608695652174,0,0,0,0,0.217391304347826,17.6,51,0.9,158,6,23
"2526","Blackstone",249,"2023-06-08","Chris Boylston",2023-06-08 15:13:00,2023-06-08 15:36:00,"Muskrat","scat","N","none","walking",0.782608695652174,0,0,0,0,0.217391304347826,17.6,51,0.9,158,19,23
"2527","Blackstone",248,"2023-06-08","Chris Boylston",2023-06-08 15:36:00,2023-06-08 15:45:00,"Otter","shells","N","none","walking",0.888888888888889,0,0.111111111111111,0,0,0,17.9,74,0.9,158,NA,9
"2528","Blackstone",248,"2023-06-08","Chris Boylston",2023-06-08 15:36:00,2023-06-08 15:45:00,"Beaver","chewed stick","N","none","walking",0.888888888888889,0,0.111111111111111,0,0,0,17.9,74,0.9,158,5,9
"2529","Blackstone",248,"2023-06-08","Chris Boylston",2023-06-08 15:36:00,2023-06-08 15:45:00,"Muskrat","scat","N","none","walking",0.888888888888889,0,0.111111111111111,0,0,0,17.9,74,0.9,158,9,9
"2530","Blackstone",139,"2023-06-08","John Crockett",2023-06-08 12:39:00,2023-06-08 13:08:00,"Otter","Latrine","N","none","walking",0,0,0,0,0,1,16.2,79,0.9,158,1,29
"2531","Blackstone",139,"2023-06-08","John Crockett",2023-06-08 12:39:00,2023-06-08 13:08:00,"Beaver","chewed stick","N","none","walking",0,0,0,0,0,1,16.2,79,0.9,158,3,29
"2532","Blackstone",139,"2023-06-08","John Crockett",2023-06-08 12:39:00,2023-06-08 13:08:00,"Muskrat","scat","N","none","walking",0,0,0,0,0,1,16.2,79,0.9,158,16,29
"2533","Blackstone",163,"2023-06-08","John Crockett",2023-06-08 14:00:00,2023-06-08 14:15:00,NA,NA,NA,"none","walking",0.333333333333333,0,0.266666666666667,0,0,0.4,16.7,73,0.9,158,NA,15
"2534","Blackstone",245,"2023-06-08","John Crockett",2023-06-08 14:29:00,2023-06-08 14:48:00,"Beaver","chewed stick","N","none","walking",0.315789473684211,0,0,0,0,0.684210526315789,16.7,73,0.9,158,4,19
"2535","Blackstone",245,"2023-06-08","John Crockett",2023-06-08 14:29:00,2023-06-08 14:48:00,"Muskrat","scat","N","none","walking",0.315789473684211,0,0,0,0,0.684210526315789,16.7,73,0.9,158,10,19
"2536","Blackstone",249,"2023-06-08","John Crockett",2023-06-08 15:11:00,2023-06-08 15:32:00,"Otter","shells","N","none","walking",0.761904761904762,0,0.0476190476190476,0,0,0.19047619047619,17.6,51,0.9,158,NA,21
"2537","Blackstone",249,"2023-06-08","John Crockett",2023-06-08 15:11:00,2023-06-08 15:32:00,"Beaver","chewed stick","N","none","walking",0.761904761904762,0,0.0476190476190476,0,0,0.19047619047619,17.6,51,0.9,158,19,21
"2538","Blackstone",249,"2023-06-08","John Crockett",2023-06-08 15:11:00,2023-06-08 15:32:00,"Muskrat","scat","N","none","walking",0.761904761904762,0,0.0476190476190476,0,0,0.19047619047619,17.6,51,0.9,158,20,21
"2539","Blackstone",248,"2023-06-08","John Crockett",2023-06-08 15:35:00,2023-06-08 15:45:00,"Beaver","chewed stick","N","none","walking",0.7,0,0.1,0,0,0.2,17.9,74,0.9,158,2,10
"2540","Blackstone",248,"2023-06-08","John Crockett",2023-06-08 15:35:00,2023-06-08 15:45:00,"Otter","shells","N","none","walking",0.7,0,0.1,0,0,0.2,17.9,74,0.9,158,NA,10
"2541","Blackstone",248,"2023-06-08","John Crockett",2023-06-08 15:35:00,2023-06-08 15:45:00,"Muskrat","scat","N","none","walking",0.7,0,0.1,0,0,0.2,17.9,74,0.9,158,8,10
"2542","Woonasquatucket-Moshassuck",69,"2023-06-12","Chris Boylston",2023-06-12 11:15:00,2023-06-12 11:31:00,NA,NA,NA,"none","walking",0.875,0,0,0,0,0.125,23,45,3.1,162,NA,16
"2543","Woonasquatucket-Moshassuck",66,"2023-06-12","Chris Boylston",2023-06-12 11:35:00,2023-06-12 12:12:00,"Otter","shells","N","none","walking",0.486486486486487,0,0,0,0,0.513513513513513,24,64,3.1,162,NA,37
"2546","Woonasquatucket-Moshassuck",66,"2023-06-12","Chris Boylston",2023-06-12 11:35:00,2023-06-12 12:12:00,"Muskrat","scat","N","none","walking",0.486486486486487,0,0,0,0,0.513513513513513,24,64,3.1,162,14,37
"2548","Blackstone",166,"2023-06-12","Chris Boylston",2023-06-12 12:51:00,2023-06-12 13:15:00,"Beaver","chewed stick","N","none","walking",0.291666666666667,0,0,0,0,0.708333333333333,24.5,71,3.1,162,4,24
"2549","Blackstone",166,"2023-06-12","Chris Boylston",2023-06-12 12:51:00,2023-06-12 13:15:00,"Beaver","chewed tree","N","none","walking",0.291666666666667,0,0,0,0,0.708333333333333,24.5,71,3.1,162,11,24
"2550","Blackstone",166,"2023-06-12","Chris Boylston",2023-06-12 12:51:00,2023-06-12 13:15:00,"Muskrat","scat","Y","none","walking",0.291666666666667,0,0,0,0,0.708333333333333,24.5,71,3.1,162,13,24
"2551","Blackstone",166,"2023-06-12","Chris Boylston",2023-06-12 12:51:00,2023-06-12 13:15:00,"Otter","shells","N","none","walking",0.291666666666667,0,0,0,0,0.708333333333333,24.5,71,3.1,162,NA,24
"2552","Blackstone",164,"2023-06-12","Chris Boylston",2023-06-12 13:35:00,2023-06-12 13:53:00,"Beaver","chewed stick","N","none","walking",0.722222222222222,0,0,0,0,0.277777777777778,24.9,65,3.1,162,9,18
"2554","Blackstone",222,"2023-06-12","Chris Boylston",2023-06-12 14:31:00,2023-06-12 14:45:00,"Beaver","chewed stick","N","none","walking",0.928571428571429,0,0,0,0,0.0714285714285714,24.5,86,3.1,162,2,14
"2555","Blackstone",222,"2023-06-12","Chris Boylston",2023-06-12 14:31:00,2023-06-12 14:45:00,"Otter","shells","N","none","walking",0.928571428571429,0,0,0,0,0.0714285714285714,24.5,86,3.1,162,NA,14
"2556","Blackstone",222,"2023-06-12","Chris Boylston",2023-06-12 14:31:00,2023-06-12 14:45:00,"Muskrat","scat","N","none","walking",0.928571428571429,0,0,0,0,0.0714285714285714,24.5,86,3.1,162,4,14
"2557","Blackstone",221,"2023-06-12","Chris Boylston",2023-06-12 15:19:00,2023-06-12 15:28:00,"Beaver","chewed stick","N","none","walking",0,0,0,1,0,0,24.5,86,3.1,162,0,9
"2558","Blackstone",221,"2023-06-12","Chris Boylston",2023-06-12 15:19:00,2023-06-12 15:28:00,"Beaver","Lodge","N","none","walking",0,0,0,1,0,0,24.5,86,3.1,162,3,9
"2559","Woonasquatucket-Moshassuck",69,"2023-06-12","John Crockett",2023-06-12 11:13:00,2023-06-12 11:30:00,NA,NA,NA,"none","walking",0.529411764705882,0,0.352941176470588,0,0,0.117647058823529,23,45,3.1,162,NA,17
"2560","Woonasquatucket-Moshassuck",66,"2023-06-12","John Crockett",2023-06-12 11:33:00,2023-06-12 12:08:00,"Beaver","chewed stick","N","none","walking",0.571428571428571,0,0,0,0,0.428571428571429,24,64,3.1,162,1,35
"2561","Woonasquatucket-Moshassuck",66,"2023-06-12","John Crockett",2023-06-12 11:33:00,2023-06-12 12:08:00,"Otter","shells","Y","none","walking",0.571428571428571,0,0,0,0,0.428571428571429,24,64,3.1,162,NA,35
"2562","Woonasquatucket-Moshassuck",66,"2023-06-12","John Crockett",2023-06-12 11:33:00,2023-06-12 12:08:00,"Muskrat","scat","N","none","walking",0.571428571428571,0,0,0,0,0.428571428571429,24,64,3.1,162,18,35
"2564","Blackstone",166,"2023-06-12","John Crockett",2023-06-12 12:50:00,2023-06-12 13:14:00,"Beaver","chewed stick","N","none","walking",0.25,0,0,0,0,0.75,24.5,71,3.1,162,1,24
"2565","Blackstone",166,"2023-06-12","John Crockett",2023-06-12 12:50:00,2023-06-12 13:14:00,"Muskrat","scat","N","none","walking",0.25,0,0,0,0,0.75,24.5,71,3.1,162,4,24
"2566","Blackstone",164,"2023-06-12","John Crockett",2023-06-12 13:34:00,2023-06-12 13:52:00,"Beaver","chewed stick","N","none","walking",0.388888888888889,0,0,0,0,0.611111111111111,24.9,65,3.1,162,1,18
"2567","Blackstone",164,"2023-06-12","John Crockett",2023-06-12 13:34:00,2023-06-12 13:52:00,"Muskrat","scat","Y","none","walking",0.388888888888889,0,0,0,0,0.611111111111111,24.9,65,3.1,162,1,18
"2568","Blackstone",222,"2023-06-12","John Crockett",2023-06-12 14:30:00,2023-06-12 14:45:00,"Muskrat","scat","Y","none","walking",0.666666666666667,0,0,0,0,0.333333333333333,24.5,86,3.1,162,4,15
"2569","Blackstone",222,"2023-06-12","John Crockett",2023-06-12 14:30:00,2023-06-12 14:45:00,"Otter","shells","N","none","walking",0.666666666666667,0,0,0,0,0.333333333333333,24.5,86,3.1,162,NA,15
"2570","Blackstone",222,"2023-06-12","John Crockett",2023-06-12 14:30:00,2023-06-12 14:45:00,"Beaver","chewed stick","N","none","walking",0.666666666666667,0,0,0,0,0.333333333333333,24.5,86,3.1,162,8,15
"2571","Blackstone",221,"2023-06-12","John Crockett",2023-06-12 15:18:00,2023-06-12 15:26:00,"Beaver","chewed stick","Y","none","walking",0,0,0,1,0,0,24.5,86,3.1,162,0,8
"2572","Blackstone",221,"2023-06-12","John Crockett",2023-06-12 15:18:00,2023-06-12 15:26:00,"Beaver","Lodge","Y","none","walking",0,0,0,1,0,0,24.5,86,3.1,162,3,8
"2573","Blackstone",221,"2023-06-12","John Crockett",2023-06-12 15:18:00,2023-06-12 15:26:00,"Muskrat","scat","N","none","walking",0,0,0,1,0,0,24.5,86,3.1,162,5,8
"2574","Woonasquatucket-Moshassuck",17,"2023-06-13","Chris Boylston",2023-06-13 09:44:00,2023-06-13 09:54:00,"Otter","shells","N","none","walking",0.7,0,0.3,0,0,0,19.1,82,2.3,163,NA,10
"2575","Woonasquatucket-Moshassuck",19,"2023-06-13","Chris Boylston",2023-06-13 09:54:00,2023-06-13 10:17:00,"Otter","shells","N","none","walking",0.695652173913043,0,0.304347826086957,0,0,0,19.1,82,2.3,163,NA,23
"2577","Woonasquatucket-Moshassuck",19,"2023-06-13","Chris Boylston",2023-06-13 09:54:00,2023-06-13 10:17:00,"Otter","fish bits","Y","none","walking",0.695652173913043,0,0.304347826086957,0,0,0,19.1,82,2.3,163,NA,23
"2578","Woonasquatucket-Moshassuck",18,"2023-06-13","Chris Boylston",2023-06-13 10:21:00,2023-06-13 10:29:00,NA,NA,NA,"none","walking",0.125,0,0,0,0,0.875,19.1,82,2.3,163,NA,8
"2579","Woonasquatucket-Moshassuck",17,"2023-06-13","John Crockett",2023-06-13 09:42:00,2023-06-13 09:52:00,NA,NA,NA,"none","kayaking",0.4,0,0.6,0,0,0,19.1,82,2.3,163,NA,10
"2580","Woonasquatucket-Moshassuck",19,"2023-06-13","John Crockett",2023-06-13 09:54:00,2023-06-13 10:15:00,"Otter","shells","Y","none","kayaking",0.19047619047619,0,0.619047619047619,0,0,0.19047619047619,19.1,82,2.3,163,NA,21
"2581","Woonasquatucket-Moshassuck",18,"2023-06-13","John Crockett",2023-06-13 10:17:00,2023-06-13 10:45:00,NA,NA,NA,"none","kayaking",0.178571428571429,0,0.25,0,0,0.571428571428571,19.1,82,2.3,163,NA,28
"2582","Blackstone",98,"2023-06-14","Chris Boylston",2023-06-14 10:45:00,2023-06-14 10:58:00,"Beaver","chewed stick","N","none","kayaking",0.307692307692308,0,0.230769230769231,0,0,0.461538461538462,22.2,29,6.4,164,6,13
"2584","Blackstone",97,"2023-06-14","Chris Boylston",2023-06-14 11:03:00,2023-06-14 11:18:00,"Beaver","chewed stick","N","none","kayaking",0.866666666666667,0,0,0,0,0.133333333333333,22.2,29,6.4,164,0,15
"2588","Blackstone",99,"2023-06-14","Chris Boylston",2023-06-14 11:30:00,2023-06-14 11:42:00,"Beaver","chewed stick","N","none","kayaking",0.416666666666667,0,0.583333333333333,0,0,0,23.3,36,6.4,164,2,12
"2592","Blackstone",320,"2023-06-14","Chris Boylston",2023-06-14 12:46:00,2023-06-14 13:05:00,"Beaver","chewed stick","N","none","kayaking",0.947368421052632,0,0,0,0,0.0526315789473684,23.6,58,6.4,164,12,19
"2593","Blackstone",320,"2023-06-14","Chris Boylston",2023-06-14 12:46:00,2023-06-14 13:05:00,"Muskrat","scat","N","none","kayaking",0.947368421052632,0,0,0,0,0.0526315789473684,23.6,58,6.4,164,19,19
"2594","Blackstone",309,"2023-06-14","Chris Boylston",2023-06-14 13:08:00,2023-06-14 13:52:00,"Beaver","chewed stick","N","none","kayaking",0.681818181818182,0,0,0,0,0.318181818181818,23.6,58,6.4,164,3,44
"2595","Blackstone",309,"2023-06-14","Chris Boylston",2023-06-14 13:08:00,2023-06-14 13:52:00,"Muskrat","scat","N","none","kayaking",0.681818181818182,0,0,0,0,0.318181818181818,23.6,58,6.4,164,7,44
"2597","Blackstone",309,"2023-06-14","Chris Boylston",2023-06-14 13:08:00,2023-06-14 13:52:00,"Muskrat","platform","N","none","kayaking",0.681818181818182,0,0,0,0,0.318181818181818,23.6,58,6.4,164,31,44
"2598","Blackstone",322,"2023-06-14","Chris Boylston",2023-06-14 13:57:00,2023-06-14 14:19:00,"Beaver","chewed stick","N","none","kayaking",0.818181818181818,0,0,0,0,0.181818181818182,23.4,66,6.4,164,2,22
"2599","Blackstone",322,"2023-06-14","Chris Boylston",2023-06-14 13:57:00,2023-06-14 14:19:00,"Muskrat","scat","N","none","kayaking",0.818181818181818,0,0,0,0,0.181818181818182,23.4,66,6.4,164,8,22
"2603","Blackstone",308,"2023-06-14","Chris Boylston",2023-06-14 14:28:00,2023-06-14 15:01:00,"Beaver","chewed stick","N","none","kayaking",0.393939393939394,0.272727272727273,0,0,0,0.333333333333333,23.4,66,6.4,164,4,33
"2604","Blackstone",308,"2023-06-14","Chris Boylston",2023-06-14 14:28:00,2023-06-14 15:01:00,"Beaver","dam","N","none","kayaking",0.393939393939394,0.272727272727273,0,0,0,0.333333333333333,23.4,66,6.4,164,7,33
"2605","Blackstone",308,"2023-06-14","Chris Boylston",2023-06-14 14:28:00,2023-06-14 15:01:00,"Otter","Latrine","N","none","kayaking",0.393939393939394,0.272727272727273,0,0,0,0.333333333333333,23.4,66,6.4,164,13,33
"2606","Blackstone",308,"2023-06-14","Chris Boylston",2023-06-14 14:28:00,2023-06-14 15:01:00,"Muskrat","scat","N","none","kayaking",0.393939393939394,0.272727272727273,0,0,0,0.333333333333333,23.4,66,6.4,164,19,33
"2608","Blackstone",308,"2023-06-14","Chris Boylston",2023-06-14 14:28:00,2023-06-14 15:01:00,"Beaver","Lodge","N","none","kayaking",0.393939393939394,0.272727272727273,0,0,0,0.333333333333333,23.4,66,6.4,164,25,33
"2609","Blackstone",98,"2023-06-14","John Crockett",2023-06-14 10:43:00,2023-06-14 10:56:00,"Beaver","chewed stick","N","none","kayaking",0.769230769230769,0,0,0,0,0.230769230769231,22.2,29,6.4,164,9,13
"2610","Blackstone",97,"2023-06-14","John Crockett",2023-06-14 11:02:00,2023-06-14 11:14:00,"Beaver","chewed stick","Y","none","kayaking",0.833333333333333,0,0,0,0,0.166666666666667,22.2,29,6.4,164,1,12
"2612","Blackstone",99,"2023-06-14","John Crockett",2023-06-14 11:27:00,2023-06-14 11:45:00,"Beaver","chewed stick","Y","none","kayaking",0.611111111111111,0,0.388888888888889,0,0,0,22.2,29,6.4,164,2,18
